ETA;SESSO;REGIONE DI NASCITA;RESIDENTI
2;F;Emilia-Romagna              ;7
3;F;Emilia-Romagna              ;5
4;F;Emilia-Romagna              ;6
5;F;Emilia-Romagna              ;6
6;F;Emilia-Romagna              ;6
7;F;Emilia-Romagna              ;7
8;F;Emilia-Romagna              ;3
9;F;Emilia-Romagna              ;6
10;F;Emilia-Romagna              ;7
11;F;Emilia-Romagna              ;8
12;F;Emilia-Romagna              ;9
13;F;Emilia-Romagna              ;4
14;F;Emilia-Romagna              ;5
15;F;Emilia-Romagna              ;3
16;F;Emilia-Romagna              ;7
17;F;Emilia-Romagna              ;5
18;F;Emilia-Romagna              ;6
19;F;Emilia-Romagna              ;3
20;F;Emilia-Romagna              ;10
21;F;Emilia-Romagna              ;2
22;F;Emilia-Romagna              ;2
23;F;Emilia-Romagna              ;3
24;F;Emilia-Romagna              ;3
25;F;Emilia-Romagna              ;5
26;F;Emilia-Romagna              ;4
27;F;Emilia-Romagna              ;8
28;F;Emilia-Romagna              ;9
29;F;Emilia-Romagna              ;13
30;F;Emilia-Romagna              ;16
31;F;Emilia-Romagna              ;10
32;F;Emilia-Romagna              ;13
33;F;Emilia-Romagna              ;14
34;F;Emilia-Romagna              ;8
35;F;Emilia-Romagna              ;17
36;F;Emilia-Romagna              ;11
37;F;Emilia-Romagna              ;24
38;F;Emilia-Romagna              ;18
39;F;Emilia-Romagna              ;15
40;F;Emilia-Romagna              ;18
41;F;Emilia-Romagna              ;24
42;F;Emilia-Romagna              ;24
43;F;Emilia-Romagna              ;17
44;F;Emilia-Romagna              ;22
45;F;Emilia-Romagna              ;28
46;F;Emilia-Romagna              ;47
47;F;Emilia-Romagna              ;26
48;F;Emilia-Romagna              ;30
49;F;Emilia-Romagna              ;35
50;F;Emilia-Romagna              ;38
51;F;Emilia-Romagna              ;37
52;F;Emilia-Romagna              ;42
53;F;Emilia-Romagna              ;48
54;F;Emilia-Romagna              ;52
55;F;Emilia-Romagna              ;44
56;F;Emilia-Romagna              ;74
57;F;Emilia-Romagna              ;72
58;F;Emilia-Romagna              ;60
59;F;Emilia-Romagna              ;65
60;F;Emilia-Romagna              ;77
61;F;Emilia-Romagna              ;68
62;F;Emilia-Romagna              ;68
63;F;Emilia-Romagna              ;104
64;F;Emilia-Romagna              ;112
65;F;Emilia-Romagna              ;119
66;F;Emilia-Romagna              ;105
67;F;Emilia-Romagna              ;98
68;F;Emilia-Romagna              ;113
69;F;Emilia-Romagna              ;109
70;F;Emilia-Romagna              ;107
71;F;Emilia-Romagna              ;110
72;F;Emilia-Romagna              ;108
73;F;Emilia-Romagna              ;124
74;F;Emilia-Romagna              ;119
75;F;Emilia-Romagna              ;127
76;F;Emilia-Romagna              ;120
77;F;Emilia-Romagna              ;135
78;F;Emilia-Romagna              ;115
79;F;Emilia-Romagna              ;120
80;F;Emilia-Romagna              ;132
81;F;Emilia-Romagna              ;123
82;F;Emilia-Romagna              ;91
83;F;Emilia-Romagna              ;99
84;F;Emilia-Romagna              ;86
85;F;Emilia-Romagna              ;89
86;F;Emilia-Romagna              ;78
87;F;Emilia-Romagna              ;72
88;F;Emilia-Romagna              ;64
89;F;Emilia-Romagna              ;55
90;F;Emilia-Romagna              ;58
91;F;Emilia-Romagna              ;48
92;F;Emilia-Romagna              ;32
93;F;Emilia-Romagna              ;15
94;F;Emilia-Romagna              ;8
95;F;Emilia-Romagna              ;19
96;F;Emilia-Romagna              ;10
97;F;Emilia-Romagna              ;11
98;F;Emilia-Romagna              ;4
99;F;Emilia-Romagna              ;7
100;F;Emilia-Romagna              ;3
101;F;Emilia-Romagna              ;1
102;F;Emilia-Romagna              ;1
103;F;Emilia-Romagna              ;1
0;M;Emilia-Romagna              ;2
1;M;Emilia-Romagna              ;6
2;M;Emilia-Romagna              ;9
3;M;Emilia-Romagna              ;5
4;M;Emilia-Romagna              ;4
5;M;Emilia-Romagna              ;11
6;M;Emilia-Romagna              ;6
7;M;Emilia-Romagna              ;9
8;M;Emilia-Romagna              ;10
9;M;Emilia-Romagna              ;3
10;M;Emilia-Romagna              ;9
11;M;Emilia-Romagna              ;7
12;M;Emilia-Romagna              ;5
13;M;Emilia-Romagna              ;3
14;M;Emilia-Romagna              ;3
15;M;Emilia-Romagna              ;5
16;M;Emilia-Romagna              ;5
17;M;Emilia-Romagna              ;5
18;M;Emilia-Romagna              ;5
19;M;Emilia-Romagna              ;3
20;M;Emilia-Romagna              ;7
21;M;Emilia-Romagna              ;3
22;M;Emilia-Romagna              ;7
23;M;Emilia-Romagna              ;5
24;M;Emilia-Romagna              ;5
25;M;Emilia-Romagna              ;4
26;M;Emilia-Romagna              ;8
27;M;Emilia-Romagna              ;3
28;M;Emilia-Romagna              ;4
29;M;Emilia-Romagna              ;10
30;M;Emilia-Romagna              ;10
31;M;Emilia-Romagna              ;11
32;M;Emilia-Romagna              ;7
33;M;Emilia-Romagna              ;7
34;M;Emilia-Romagna              ;12
35;M;Emilia-Romagna              ;21
36;M;Emilia-Romagna              ;13
37;M;Emilia-Romagna              ;24
38;M;Emilia-Romagna              ;25
39;M;Emilia-Romagna              ;29
40;M;Emilia-Romagna              ;24
41;M;Emilia-Romagna              ;16
42;M;Emilia-Romagna              ;14
43;M;Emilia-Romagna              ;20
44;M;Emilia-Romagna              ;21
45;M;Emilia-Romagna              ;25
46;M;Emilia-Romagna              ;35
47;M;Emilia-Romagna              ;35
48;M;Emilia-Romagna              ;14
49;M;Emilia-Romagna              ;29
50;M;Emilia-Romagna              ;37
51;M;Emilia-Romagna              ;44
52;M;Emilia-Romagna              ;50
53;M;Emilia-Romagna              ;45
54;M;Emilia-Romagna              ;46
55;M;Emilia-Romagna              ;52
56;M;Emilia-Romagna              ;46
57;M;Emilia-Romagna              ;60
58;M;Emilia-Romagna              ;54
59;M;Emilia-Romagna              ;65
60;M;Emilia-Romagna              ;57
61;M;Emilia-Romagna              ;76
62;M;Emilia-Romagna              ;74
63;M;Emilia-Romagna              ;68
64;M;Emilia-Romagna              ;89
65;M;Emilia-Romagna              ;82
66;M;Emilia-Romagna              ;68
67;M;Emilia-Romagna              ;95
68;M;Emilia-Romagna              ;121
69;M;Emilia-Romagna              ;81
70;M;Emilia-Romagna              ;76
71;M;Emilia-Romagna              ;113
72;M;Emilia-Romagna              ;80
73;M;Emilia-Romagna              ;94
74;M;Emilia-Romagna              ;100
75;M;Emilia-Romagna              ;91
76;M;Emilia-Romagna              ;93
77;M;Emilia-Romagna              ;87
78;M;Emilia-Romagna              ;96
79;M;Emilia-Romagna              ;70
80;M;Emilia-Romagna              ;69
81;M;Emilia-Romagna              ;67
82;M;Emilia-Romagna              ;77
83;M;Emilia-Romagna              ;62
84;M;Emilia-Romagna              ;44
85;M;Emilia-Romagna              ;48
86;M;Emilia-Romagna              ;38
87;M;Emilia-Romagna              ;46
88;M;Emilia-Romagna              ;37
89;M;Emilia-Romagna              ;16
90;M;Emilia-Romagna              ;18
91;M;Emilia-Romagna              ;23
92;M;Emilia-Romagna              ;10
93;M;Emilia-Romagna              ;5
94;M;Emilia-Romagna              ;3
95;M;Emilia-Romagna              ;3
96;M;Emilia-Romagna              ;2
97;M;Emilia-Romagna              ;3
98;M;Emilia-Romagna              ;2
99;M;Emilia-Romagna              ;1
0;F;Toscana                     ;7
1;F;Toscana                     ;8
2;F;Toscana                     ;6
3;F;Toscana                     ;9
4;F;Toscana                     ;5
5;F;Toscana                     ;7
6;F;Toscana                     ;9
7;F;Toscana                     ;12
8;F;Toscana                     ;6
9;F;Toscana                     ;12
10;F;Toscana                     ;5
11;F;Toscana                     ;10
12;F;Toscana                     ;6
13;F;Toscana                     ;6
14;F;Toscana                     ;5
15;F;Toscana                     ;1
16;F;Toscana                     ;5
17;F;Toscana                     ;6
18;F;Toscana                     ;5
19;F;Toscana                     ;6
20;F;Toscana                     ;3
21;F;Toscana                     ;3
22;F;Toscana                     ;4
23;F;Toscana                     ;3
24;F;Toscana                     ;4
25;F;Toscana                     ;11
26;F;Toscana                     ;8
27;F;Toscana                     ;10
28;F;Toscana                     ;9
29;F;Toscana                     ;6
30;F;Toscana                     ;6
31;F;Toscana                     ;12
32;F;Toscana                     ;9
33;F;Toscana                     ;12
34;F;Toscana                     ;18
35;F;Toscana                     ;19
36;F;Toscana                     ;27
37;F;Toscana                     ;22
38;F;Toscana                     ;34
39;F;Toscana                     ;19
40;F;Toscana                     ;20
41;F;Toscana                     ;26
42;F;Toscana                     ;17
43;F;Toscana                     ;17
44;F;Toscana                     ;28
45;F;Toscana                     ;25
46;F;Toscana                     ;23
47;F;Toscana                     ;19
48;F;Toscana                     ;16
49;F;Toscana                     ;23
50;F;Toscana                     ;27
51;F;Toscana                     ;23
52;F;Toscana                     ;27
53;F;Toscana                     ;29
54;F;Toscana                     ;34
55;F;Toscana                     ;40
56;F;Toscana                     ;34
57;F;Toscana                     ;34
58;F;Toscana                     ;29
59;F;Toscana                     ;35
60;F;Toscana                     ;40
61;F;Toscana                     ;39
62;F;Toscana                     ;38
63;F;Toscana                     ;60
64;F;Toscana                     ;67
65;F;Toscana                     ;64
66;F;Toscana                     ;37
67;F;Toscana                     ;64
68;F;Toscana                     ;64
69;F;Toscana                     ;48
70;F;Toscana                     ;52
71;F;Toscana                     ;71
72;F;Toscana                     ;74
73;F;Toscana                     ;62
74;F;Toscana                     ;62
75;F;Toscana                     ;61
76;F;Toscana                     ;67
77;F;Toscana                     ;66
78;F;Toscana                     ;52
79;F;Toscana                     ;57
80;F;Toscana                     ;44
81;F;Toscana                     ;52
82;F;Toscana                     ;57
83;F;Toscana                     ;50
84;F;Toscana                     ;59
85;F;Toscana                     ;42
86;F;Toscana                     ;44
87;F;Toscana                     ;50
88;F;Toscana                     ;43
89;F;Toscana                     ;29
90;F;Toscana                     ;38
91;F;Toscana                     ;34
92;F;Toscana                     ;14
93;F;Toscana                     ;10
94;F;Toscana                     ;7
95;F;Toscana                     ;7
96;F;Toscana                     ;4
97;F;Toscana                     ;9
98;F;Toscana                     ;4
99;F;Toscana                     ;1
100;F;Toscana                     ;2
101;F;Toscana                     ;2
102;F;Toscana                     ;2
104;F;Toscana                     ;1
0;M;Toscana                     ;7
1;M;Toscana                     ;6
2;M;Toscana                     ;1
3;M;Toscana                     ;6
4;M;Toscana                     ;6
5;M;Toscana                     ;8
6;M;Toscana                     ;8
7;M;Toscana                     ;10
8;M;Toscana                     ;8
9;M;Toscana                     ;7
10;M;Toscana                     ;4
11;M;Toscana                     ;6
12;M;Toscana                     ;4
13;M;Toscana                     ;5
14;M;Toscana                     ;7
15;M;Toscana                     ;6
16;M;Toscana                     ;4
17;M;Toscana                     ;10
18;M;Toscana                     ;5
19;M;Toscana                     ;7
20;M;Toscana                     ;3
21;M;Toscana                     ;5
22;M;Toscana                     ;3
23;M;Toscana                     ;5
24;M;Toscana                     ;3
25;M;Toscana                     ;6
26;M;Toscana                     ;6
27;M;Toscana                     ;5
28;M;Toscana                     ;3
29;M;Toscana                     ;8
30;M;Toscana                     ;9
31;M;Toscana                     ;13
32;M;Toscana                     ;11
33;M;Toscana                     ;13
34;M;Toscana                     ;9
35;M;Toscana                     ;16
36;M;Toscana                     ;19
37;M;Toscana                     ;13
38;M;Toscana                     ;18
39;M;Toscana                     ;29
40;M;Toscana                     ;33
41;M;Toscana                     ;32
42;M;Toscana                     ;24
43;M;Toscana                     ;16
44;M;Toscana                     ;20
45;M;Toscana                     ;19
46;M;Toscana                     ;20
47;M;Toscana                     ;23
48;M;Toscana                     ;30
49;M;Toscana                     ;23
50;M;Toscana                     ;38
51;M;Toscana                     ;21
52;M;Toscana                     ;31
53;M;Toscana                     ;35
54;M;Toscana                     ;37
55;M;Toscana                     ;27
56;M;Toscana                     ;32
57;M;Toscana                     ;36
58;M;Toscana                     ;33
59;M;Toscana                     ;35
60;M;Toscana                     ;31
61;M;Toscana                     ;35
62;M;Toscana                     ;41
63;M;Toscana                     ;50
64;M;Toscana                     ;62
65;M;Toscana                     ;51
66;M;Toscana                     ;50
67;M;Toscana                     ;60
68;M;Toscana                     ;68
69;M;Toscana                     ;61
70;M;Toscana                     ;50
71;M;Toscana                     ;54
72;M;Toscana                     ;54
73;M;Toscana                     ;62
74;M;Toscana                     ;57
75;M;Toscana                     ;54
76;M;Toscana                     ;43
77;M;Toscana                     ;47
78;M;Toscana                     ;44
79;M;Toscana                     ;46
80;M;Toscana                     ;35
81;M;Toscana                     ;38
82;M;Toscana                     ;32
83;M;Toscana                     ;34
84;M;Toscana                     ;40
85;M;Toscana                     ;19
86;M;Toscana                     ;23
87;M;Toscana                     ;18
88;M;Toscana                     ;16
89;M;Toscana                     ;11
90;M;Toscana                     ;19
91;M;Toscana                     ;11
92;M;Toscana                     ;4
93;M;Toscana                     ;2
94;M;Toscana                     ;1
95;M;Toscana                     ;3
96;M;Toscana                     ;1
97;M;Toscana                     ;3
98;M;Toscana                     ;1
0;F;Umbria                      ;1
1;F;Umbria                      ;3
2;F;Umbria                      ;1
3;F;Umbria                      ;1
5;F;Umbria                      ;3
7;F;Umbria                      ;2
9;F;Umbria                      ;1
10;F;Umbria                      ;2
12;F;Umbria                      ;2
13;F;Umbria                      ;1
15;F;Umbria                      ;2
16;F;Umbria                      ;1
19;F;Umbria                      ;1
20;F;Umbria                      ;1
23;F;Umbria                      ;1
25;F;Umbria                      ;2
28;F;Umbria                      ;2
29;F;Umbria                      ;1
30;F;Umbria                      ;1
31;F;Umbria                      ;2
32;F;Umbria                      ;1
33;F;Umbria                      ;3
34;F;Umbria                      ;5
35;F;Umbria                      ;3
36;F;Umbria                      ;4
37;F;Umbria                      ;2
38;F;Umbria                      ;8
39;F;Umbria                      ;7
40;F;Umbria                      ;7
41;F;Umbria                      ;6
42;F;Umbria                      ;2
43;F;Umbria                      ;2
44;F;Umbria                      ;6
45;F;Umbria                      ;5
46;F;Umbria                      ;6
47;F;Umbria                      ;2
48;F;Umbria                      ;6
49;F;Umbria                      ;4
50;F;Umbria                      ;11
51;F;Umbria                      ;6
52;F;Umbria                      ;6
53;F;Umbria                      ;11
54;F;Umbria                      ;8
55;F;Umbria                      ;13
56;F;Umbria                      ;13
57;F;Umbria                      ;13
58;F;Umbria                      ;19
59;F;Umbria                      ;15
60;F;Umbria                      ;10
61;F;Umbria                      ;12
62;F;Umbria                      ;15
63;F;Umbria                      ;20
64;F;Umbria                      ;17
65;F;Umbria                      ;23
66;F;Umbria                      ;21
67;F;Umbria                      ;14
68;F;Umbria                      ;24
69;F;Umbria                      ;19
70;F;Umbria                      ;25
71;F;Umbria                      ;25
72;F;Umbria                      ;19
73;F;Umbria                      ;26
74;F;Umbria                      ;32
75;F;Umbria                      ;16
76;F;Umbria                      ;22
77;F;Umbria                      ;15
78;F;Umbria                      ;18
79;F;Umbria                      ;12
80;F;Umbria                      ;11
81;F;Umbria                      ;13
82;F;Umbria                      ;9
83;F;Umbria                      ;8
84;F;Umbria                      ;20
85;F;Umbria                      ;7
86;F;Umbria                      ;12
87;F;Umbria                      ;13
88;F;Umbria                      ;5
89;F;Umbria                      ;11
90;F;Umbria                      ;3
91;F;Umbria                      ;5
92;F;Umbria                      ;1
93;F;Umbria                      ;2
94;F;Umbria                      ;2
95;F;Umbria                      ;1
96;F;Umbria                      ;1
97;F;Umbria                      ;2
98;F;Umbria                      ;2
100;F;Umbria                      ;2
1;M;Umbria                      ;2
2;M;Umbria                      ;1
3;M;Umbria                      ;1
5;M;Umbria                      ;3
9;M;Umbria                      ;1
10;M;Umbria                      ;2
11;M;Umbria                      ;1
12;M;Umbria                      ;1
13;M;Umbria                      ;1
17;M;Umbria                      ;3
18;M;Umbria                      ;2
19;M;Umbria                      ;1
21;M;Umbria                      ;1
24;M;Umbria                      ;1
25;M;Umbria                      ;1
26;M;Umbria                      ;2
27;M;Umbria                      ;1
28;M;Umbria                      ;4
29;M;Umbria                      ;2
30;M;Umbria                      ;3
31;M;Umbria                      ;5
32;M;Umbria                      ;4
33;M;Umbria                      ;6
34;M;Umbria                      ;4
35;M;Umbria                      ;2
36;M;Umbria                      ;3
37;M;Umbria                      ;2
38;M;Umbria                      ;4
39;M;Umbria                      ;1
40;M;Umbria                      ;5
41;M;Umbria                      ;2
42;M;Umbria                      ;3
43;M;Umbria                      ;3
44;M;Umbria                      ;4
45;M;Umbria                      ;5
46;M;Umbria                      ;5
47;M;Umbria                      ;3
48;M;Umbria                      ;4
49;M;Umbria                      ;9
50;M;Umbria                      ;10
51;M;Umbria                      ;13
52;M;Umbria                      ;11
53;M;Umbria                      ;13
54;M;Umbria                      ;12
55;M;Umbria                      ;15
56;M;Umbria                      ;15
57;M;Umbria                      ;10
58;M;Umbria                      ;13
59;M;Umbria                      ;11
60;M;Umbria                      ;20
61;M;Umbria                      ;17
62;M;Umbria                      ;11
63;M;Umbria                      ;17
64;M;Umbria                      ;24
65;M;Umbria                      ;24
66;M;Umbria                      ;18
67;M;Umbria                      ;18
68;M;Umbria                      ;21
69;M;Umbria                      ;19
70;M;Umbria                      ;20
71;M;Umbria                      ;18
72;M;Umbria                      ;17
73;M;Umbria                      ;26
74;M;Umbria                      ;14
75;M;Umbria                      ;20
76;M;Umbria                      ;15
77;M;Umbria                      ;17
78;M;Umbria                      ;14
79;M;Umbria                      ;9
80;M;Umbria                      ;11
81;M;Umbria                      ;14
82;M;Umbria                      ;12
83;M;Umbria                      ;10
84;M;Umbria                      ;12
85;M;Umbria                      ;6
86;M;Umbria                      ;9
87;M;Umbria                      ;5
88;M;Umbria                      ;10
89;M;Umbria                      ;2
90;M;Umbria                      ;3
91;M;Umbria                      ;2
92;M;Umbria                      ;3
94;M;Umbria                      ;1
95;M;Umbria                      ;1
96;M;Umbria                      ;1
97;M;Umbria                      ;1
1;F;Marche                      ;2
2;F;Marche                      ;3
3;F;Marche                      ;1
4;F;Marche                      ;5
5;F;Marche                      ;1
6;F;Marche                      ;4
8;F;Marche                      ;3
10;F;Marche                      ;1
11;F;Marche                      ;1
12;F;Marche                      ;1
13;F;Marche                      ;1
14;F;Marche                      ;2
15;F;Marche                      ;1
17;F;Marche                      ;3
19;F;Marche                      ;2
21;F;Marche                      ;1
22;F;Marche                      ;1
23;F;Marche                      ;1
25;F;Marche                      ;1
26;F;Marche                      ;2
27;F;Marche                      ;4
28;F;Marche                      ;3
29;F;Marche                      ;5
30;F;Marche                      ;5
31;F;Marche                      ;7
32;F;Marche                      ;6
33;F;Marche                      ;6
34;F;Marche                      ;5
35;F;Marche                      ;5
36;F;Marche                      ;3
37;F;Marche                      ;10
38;F;Marche                      ;6
39;F;Marche                      ;12
40;F;Marche                      ;8
41;F;Marche                      ;8
42;F;Marche                      ;15
43;F;Marche                      ;5
44;F;Marche                      ;10
45;F;Marche                      ;6
46;F;Marche                      ;9
47;F;Marche                      ;10
48;F;Marche                      ;10
49;F;Marche                      ;5
50;F;Marche                      ;11
51;F;Marche                      ;7
52;F;Marche                      ;7
53;F;Marche                      ;9
54;F;Marche                      ;10
55;F;Marche                      ;20
56;F;Marche                      ;12
57;F;Marche                      ;14
58;F;Marche                      ;15
59;F;Marche                      ;19
60;F;Marche                      ;17
61;F;Marche                      ;19
62;F;Marche                      ;12
63;F;Marche                      ;28
64;F;Marche                      ;23
65;F;Marche                      ;25
66;F;Marche                      ;24
67;F;Marche                      ;21
68;F;Marche                      ;41
69;F;Marche                      ;28
70;F;Marche                      ;29
71;F;Marche                      ;30
72;F;Marche                      ;27
73;F;Marche                      ;22
74;F;Marche                      ;37
75;F;Marche                      ;26
76;F;Marche                      ;33
77;F;Marche                      ;28
78;F;Marche                      ;29
79;F;Marche                      ;27
80;F;Marche                      ;33
81;F;Marche                      ;26
82;F;Marche                      ;18
83;F;Marche                      ;22
84;F;Marche                      ;15
85;F;Marche                      ;14
86;F;Marche                      ;16
87;F;Marche                      ;14
88;F;Marche                      ;18
89;F;Marche                      ;11
90;F;Marche                      ;8
91;F;Marche                      ;6
92;F;Marche                      ;7
93;F;Marche                      ;1
94;F;Marche                      ;7
95;F;Marche                      ;2
96;F;Marche                      ;4
97;F;Marche                      ;5
98;F;Marche                      ;1
101;F;Marche                      ;1
0;M;Marche                      ;1
1;M;Marche                      ;3
3;M;Marche                      ;2
4;M;Marche                      ;2
5;M;Marche                      ;3
7;M;Marche                      ;2
8;M;Marche                      ;4
9;M;Marche                      ;2
10;M;Marche                      ;3
11;M;Marche                      ;2
12;M;Marche                      ;3
13;M;Marche                      ;1
14;M;Marche                      ;2
15;M;Marche                      ;3
17;M;Marche                      ;1
19;M;Marche                      ;1
22;M;Marche                      ;1
24;M;Marche                      ;1
25;M;Marche                      ;1
26;M;Marche                      ;1
29;M;Marche                      ;1
30;M;Marche                      ;3
31;M;Marche                      ;3
32;M;Marche                      ;4
33;M;Marche                      ;7
34;M;Marche                      ;3
35;M;Marche                      ;7
36;M;Marche                      ;8
37;M;Marche                      ;7
38;M;Marche                      ;8
39;M;Marche                      ;9
40;M;Marche                      ;5
41;M;Marche                      ;11
42;M;Marche                      ;6
43;M;Marche                      ;9
44;M;Marche                      ;8
45;M;Marche                      ;10
46;M;Marche                      ;6
47;M;Marche                      ;10
48;M;Marche                      ;8
49;M;Marche                      ;13
50;M;Marche                      ;15
51;M;Marche                      ;20
52;M;Marche                      ;15
53;M;Marche                      ;10
54;M;Marche                      ;20
55;M;Marche                      ;13
56;M;Marche                      ;12
57;M;Marche                      ;12
58;M;Marche                      ;11
59;M;Marche                      ;19
60;M;Marche                      ;13
61;M;Marche                      ;15
62;M;Marche                      ;19
63;M;Marche                      ;26
64;M;Marche                      ;30
65;M;Marche                      ;28
66;M;Marche                      ;26
67;M;Marche                      ;28
68;M;Marche                      ;30
69;M;Marche                      ;22
70;M;Marche                      ;30
71;M;Marche                      ;30
72;M;Marche                      ;36
73;M;Marche                      ;34
74;M;Marche                      ;33
75;M;Marche                      ;29
76;M;Marche                      ;25
77;M;Marche                      ;26
78;M;Marche                      ;27
79;M;Marche                      ;20
80;M;Marche                      ;26
81;M;Marche                      ;20
82;M;Marche                      ;15
83;M;Marche                      ;13
84;M;Marche                      ;15
85;M;Marche                      ;13
86;M;Marche                      ;13
87;M;Marche                      ;9
88;M;Marche                      ;3
89;M;Marche                      ;7
90;M;Marche                      ;6
91;M;Marche                      ;1
92;M;Marche                      ;1
93;M;Marche                      ;2
95;M;Marche                      ;1
98;M;Marche                      ;1
99;M;Marche                      ;1
0;F;Lazio                       ;13
1;F;Lazio                       ;2
2;F;Lazio                       ;14
3;F;Lazio                       ;12
4;F;Lazio                       ;7
5;F;Lazio                       ;11
6;F;Lazio                       ;10
7;F;Lazio                       ;13
8;F;Lazio                       ;13
9;F;Lazio                       ;13
10;F;Lazio                       ;13
11;F;Lazio                       ;11
12;F;Lazio                       ;10
13;F;Lazio                       ;5
14;F;Lazio                       ;3
15;F;Lazio                       ;7
16;F;Lazio                       ;13
17;F;Lazio                       ;8
18;F;Lazio                       ;10
19;F;Lazio                       ;11
20;F;Lazio                       ;10
21;F;Lazio                       ;9
22;F;Lazio                       ;8
23;F;Lazio                       ;13
24;F;Lazio                       ;12
25;F;Lazio                       ;14
26;F;Lazio                       ;16
27;F;Lazio                       ;27
28;F;Lazio                       ;13
29;F;Lazio                       ;20
30;F;Lazio                       ;23
31;F;Lazio                       ;25
32;F;Lazio                       ;29
33;F;Lazio                       ;35
34;F;Lazio                       ;24
35;F;Lazio                       ;34
36;F;Lazio                       ;44
37;F;Lazio                       ;46
38;F;Lazio                       ;46
39;F;Lazio                       ;44
40;F;Lazio                       ;44
41;F;Lazio                       ;51
42;F;Lazio                       ;47
43;F;Lazio                       ;45
44;F;Lazio                       ;53
45;F;Lazio                       ;59
46;F;Lazio                       ;51
47;F;Lazio                       ;50
48;F;Lazio                       ;61
49;F;Lazio                       ;44
50;F;Lazio                       ;50
51;F;Lazio                       ;39
52;F;Lazio                       ;46
53;F;Lazio                       ;44
54;F;Lazio                       ;35
55;F;Lazio                       ;41
56;F;Lazio                       ;45
57;F;Lazio                       ;31
58;F;Lazio                       ;44
59;F;Lazio                       ;41
60;F;Lazio                       ;40
61;F;Lazio                       ;50
62;F;Lazio                       ;39
63;F;Lazio                       ;46
64;F;Lazio                       ;54
65;F;Lazio                       ;60
66;F;Lazio                       ;37
67;F;Lazio                       ;47
68;F;Lazio                       ;62
69;F;Lazio                       ;68
70;F;Lazio                       ;53
71;F;Lazio                       ;60
72;F;Lazio                       ;73
73;F;Lazio                       ;57
74;F;Lazio                       ;49
75;F;Lazio                       ;46
76;F;Lazio                       ;50
77;F;Lazio                       ;57
78;F;Lazio                       ;41
79;F;Lazio                       ;41
80;F;Lazio                       ;28
81;F;Lazio                       ;25
82;F;Lazio                       ;28
83;F;Lazio                       ;33
84;F;Lazio                       ;26
85;F;Lazio                       ;33
86;F;Lazio                       ;20
87;F;Lazio                       ;17
88;F;Lazio                       ;13
89;F;Lazio                       ;14
90;F;Lazio                       ;12
91;F;Lazio                       ;8
92;F;Lazio                       ;10
93;F;Lazio                       ;2
94;F;Lazio                       ;2
95;F;Lazio                       ;6
97;F;Lazio                       ;2
98;F;Lazio                       ;1
100;F;Lazio                       ;1
101;F;Lazio                       ;1
0;M;Lazio                       ;6
1;M;Lazio                       ;6
2;M;Lazio                       ;11
3;M;Lazio                       ;8
4;M;Lazio                       ;9
5;M;Lazio                       ;7
6;M;Lazio                       ;9
7;M;Lazio                       ;17
8;M;Lazio                       ;15
9;M;Lazio                       ;8
10;M;Lazio                       ;13
11;M;Lazio                       ;8
12;M;Lazio                       ;10
13;M;Lazio                       ;10
14;M;Lazio                       ;10
15;M;Lazio                       ;7
16;M;Lazio                       ;13
17;M;Lazio                       ;12
18;M;Lazio                       ;14
19;M;Lazio                       ;12
20;M;Lazio                       ;9
21;M;Lazio                       ;11
22;M;Lazio                       ;14
23;M;Lazio                       ;11
24;M;Lazio                       ;15
25;M;Lazio                       ;8
26;M;Lazio                       ;20
27;M;Lazio                       ;24
28;M;Lazio                       ;22
29;M;Lazio                       ;18
30;M;Lazio                       ;26
31;M;Lazio                       ;28
32;M;Lazio                       ;27
33;M;Lazio                       ;26
34;M;Lazio                       ;48
35;M;Lazio                       ;34
36;M;Lazio                       ;39
37;M;Lazio                       ;50
38;M;Lazio                       ;58
39;M;Lazio                       ;61
40;M;Lazio                       ;54
41;M;Lazio                       ;52
42;M;Lazio                       ;51
43;M;Lazio                       ;57
44;M;Lazio                       ;52
45;M;Lazio                       ;48
46;M;Lazio                       ;42
47;M;Lazio                       ;64
48;M;Lazio                       ;51
49;M;Lazio                       ;60
50;M;Lazio                       ;69
51;M;Lazio                       ;53
52;M;Lazio                       ;63
53;M;Lazio                       ;40
54;M;Lazio                       ;53
55;M;Lazio                       ;26
56;M;Lazio                       ;56
57;M;Lazio                       ;33
58;M;Lazio                       ;32
59;M;Lazio                       ;44
60;M;Lazio                       ;28
61;M;Lazio                       ;42
62;M;Lazio                       ;37
63;M;Lazio                       ;50
64;M;Lazio                       ;38
65;M;Lazio                       ;49
66;M;Lazio                       ;28
67;M;Lazio                       ;45
68;M;Lazio                       ;68
69;M;Lazio                       ;62
70;M;Lazio                       ;50
71;M;Lazio                       ;47
72;M;Lazio                       ;58
73;M;Lazio                       ;64
74;M;Lazio                       ;46
75;M;Lazio                       ;54
76;M;Lazio                       ;45
77;M;Lazio                       ;50
78;M;Lazio                       ;24
79;M;Lazio                       ;30
80;M;Lazio                       ;29
81;M;Lazio                       ;21
82;M;Lazio                       ;32
83;M;Lazio                       ;21
84;M;Lazio                       ;8
85;M;Lazio                       ;18
86;M;Lazio                       ;9
87;M;Lazio                       ;15
88;M;Lazio                       ;9
89;M;Lazio                       ;7
90;M;Lazio                       ;8
91;M;Lazio                       ;4
92;M;Lazio                       ;4
